,Job_Title,Experience,Company,Scraping_Date,Salary,Location,Tags_Associated,Posting_Date
0,Accounts Executive/ Senior Associate For UK Accounting process Thane.,1-5 Yrs,Anderson Business Solutions,09/09/2022,"2,75,000 - 4,50,000 PA.","Thane, Navi Mumbai, Mumbai (All Areas)(Ghodbunder Road)",Accounting,1 Day Ago
1,Associate/ Senior Associate  in UK Accounts/ Thane,1-4 Yrs,Anderson Business Solutions,09/09/2022,"2,25,000 - 4,50,000 PA.","Thane, Navi Mumbai, Mumbai (All Areas)(Ghodbunder Road)",Accounting,1 Day Ago
2,Executive/ Senior Accounts Executive/ Assistant Accounts Manager,0-4 Yrs,Mewar Hospital,09/09/2022,"3,00,000 - 5,50,000 PA.",Udaipur,accounting,2 Days Ago
3,Senior audit manager/Accounts manager/Accounts exective/Admin exe(Fem),0-5 Yrs,Manohar Chowdhry and Associates,09/09/2022,"1,00,000 - 5,00,000 PA.",Madurai,Accounts Finalisation,7 Days Ago
4,"CA, Accounts Manager, Accounts Executive",0-5 Yrs,ANKUSH AGGARWAL & CO (Chartered Accountants),09/09/2022,Not disclosed,"Ghaziabad(Vaishali +1), Delhi / NCR(Anand Vihar)",Chartered Accountant,2 Days Ago
5,Account Manager - Retail,0-2 Yrs,Swiggy,09/09/2022,Not disclosed,"Hyderabad/Secunderabad, Chennai",Business Development,2 Days Ago
6,Hiring Fresher - Accounts Executive (US Payroll),0-2 Yrs,SVK Global Solutions,09/09/2022,"50,000 - 3,00,000 PA.",Hyderabad/Secunderabad(Madhapur),us payroll,1 Day Ago
7,Job opportunity For the role of Senior Executive Chartered Accountant,0-2 Yrs,Encube Ethicals,09/09/2022,Not disclosed,Mumbai,chartered accountant,2 Days Ago
8,Account Executive,0-5 Yrs,M/S VASTRAA FUSION ENTERPRISES ,09/09/2022,"2,25,000 - 3,50,000 PA.",Delhi / NCR,Tally Accounting,5 Days Ago
9,Accounts executive-MBA Fresher,0-1 Yrs,Shahi,09/09/2022,Not disclosed,Faridabad,Finance,6 Days Ago
10,Process Executive - Accounting,0-0 Yrs,Cognizant,09/09/2022,"1,75,000 - 2,00,000 PA.",Pune,Communication Skills,7 Days Ago
11,Accounts Trainee - Finance Operations,0-1 Yrs,BYJUS,09/09/2022,"1,00,000 - 3,00,000 PA.",Bangalore/Bengaluru(Bannerghatta Road),accounting,2 Days Ago
12,Associate/Sr. Associate For Accounts Receivable For Mumbai Location,0-4 Yrs,WNS Global Services,09/09/2022,Not disclosed,Mumbai (All Areas),Accounts Receivable,7 Days Ago
13,Account Executive - Inside Sales,0-5 Yrs,Collabera Services Private Limited   ,09/09/2022,Not disclosed,Vadodara,Sales,1 Day Ago
14,Accounts Executive/ Commercial Trainee,0-3 Yrs,FANUC,09/09/2022,Not disclosed,Bangalore/Bengaluru,accounting,Few Hours Ago
15,Urgent Requirement For Accounts Executive,0-3 Yrs,Buycement,09/09/2022,"2,00,000 - 3,00,000 PA.",Hyderabad/Secunderabad,Debtors Reconciliation,1 Day Ago
16,Accounts Executive (Banking Personnel ),0-4 Yrs,Pramila Projects,09/09/2022,"1,25,000 - 2,00,000 PA.",Bhubaneswar,Tally ERP,1 Day Ago
17,Architect/Interior Designer (Mumbai Candidates only),0-2 Yrs,Lemon Tree design,09/09/2022,"1,75,000 - 2,50,000 PA.",Mumbai (All Areas),Sketchup,10 Days Ago
18,Interior Designer Trainee,0-1 Yrs,Floor & Furnishings,09/09/2022,"2,00,000 - 3,50,000 PA.",Gurgaon/Gurugram,interior designing,3 Days Ago
19,Faculty Interior Design / Architect,0-5 Yrs,BHANWAR RATHORE DESIGN STUDIO (BRDS),09/09/2022,"3,00,000 - 6,50,000 PA.","Kolkata, Pune, Lucknow, Sonipat/Sonepat, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR, Vadodara, Mumbai (All Areas)",Candidate who have passed from CEPT/MSU/APIED with specialization of interior design will be preferred,5 Days Ago
20,Interior Designer,2-7 Yrs,LivSpace,09/09/2022,Not disclosed,"Pune, Ahmedabad",interior designing,1 Day Ago
21,Interior Designer,2-3 Yrs,Marvel,09/09/2022,"2,00,000 - 2,50,000 PA.",Kolkata,working drawings,1 Day Ago
22,Project Sales - IDEA ( Interior Designer Engineer & Architect)  - Goa,2-7 Yrs,Berger Paints,09/09/2022,"3,00,000 - 8,00,000 PA.",Goa Other,Architect,14 Days Ago
23,Interior designer-polytechnic graduate,0-2 Yrs,lighting design works,09/09/2022,"1,50,000 - 3,00,000 PA.",Gurgaon/Gurugram,autocad drafting,4 Days Ago
24,Site Supervisor in Interior Designing Field,0-2 Yrs,RUI INTERIORS PVT LTD ,09/09/2022,"1,00,000 - 1,50,000 PA.",Pune,interior designing,5 Days Ago
25,Interior Designer,6-10 Yrs,Sobha,09/09/2022,"3,00,000 - 6,00,000 PA.",Bangalore/Bengaluru,Sketchup,Few Hours Ago
26,Interior designer,2-7 Yrs,Pioneer Property Zone Services,09/09/2022,Not disclosed,"Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",interior designing,2 Days Ago
27,Jr. Interior Designer - Female,2-4 Yrs,OMEGA HOME PRODUCTS,09/09/2022,Not disclosed,Mumbai,Interior Designing,1 Day Ago
28,Architect and Interior Designer,2-6 Yrs,globespan design studio,09/09/2022,Not disclosed,"Gurgaon/Gurugram, Delhi / NCR",architectural design,2 Days Ago
29,Interior Designer,1-4 Yrs,Vinspiratons,09/09/2022,Not disclosed,Bangalore/Bengaluru(7th Block Jayanagar),AutoCAD,2 Days Ago
30,Lighting Designer Assistant/interior designer(only female),0-3 Yrs,lighting design works,09/09/2022,"1,25,000 - 2,50,000 PA.",Gurgaon/Gurugram,Profficient with Auto CAD,8 Days Ago
31,Senior Interior Designer,1-4 Yrs,WEA Designs Pvt. Ltd.,09/09/2022,"2,50,000 - 4,50,000 PA.",Bangalore/Bengaluru,interior designing,3 Days Ago
32,"Interior Designer / Architect For Furniture Store, Bangalore",2-7 Yrs,ALANKARAM,09/09/2022,Not disclosed,"Bangalore/Bengaluru, Bangalore",Architecture,3 Days Ago
33,Hiring Liabilities Sales (CASA) sales role For DBS Bank India Ltd.,0-3 Yrs,DBS Bank,09/09/2022,Not disclosed,"Madurai, Karur, Pondicherry/Puducherry, Salem, Chennai, Tiruchirapalli/Trichy, Coimbatore, Erode",Casa Sales,Few Hours Ago
34,Walk-in Interviews For Axis Bank (Partner payroll),0-5 Yrs,Axis Bank,09/09/2022,"50,000 - 3,00,000 PA.","Noida, Gurgaon/Gurugram, Delhi / NCR",business loan,1 Day Ago
35,Hiring For Operation Executive | Aurangabad | Axis Bank | Partner Roll,0-5 Yrs,Axis Bank,09/09/2022,"1,25,000 - 2,00,000 PA.",Aurangabad,Data Entry Operation,2 Days Ago
36,Hiring For Talent Acquisition | Axis Bank | Partner Roll @ Pune,0-5 Yrs,Axis Bank,09/09/2022,Not disclosed,"Pune(Senapati Bapat Road +4), senapati bapat marg",Talent Acquisition,1 Day Ago
37,Assistant Relationship Manager | Retail Banking-Fresher,0-4 Yrs,Next Business Services India Private Limited ,09/09/2022,"2,00,000 - 3,25,000 PA.","Noida, Haridwar, Dehradun, Rudrapur, Haldwani, Faridabad, Gurgaon/Gurugram, Delhi / NCR",Retail Banking,Today
38,Genpact Hiring For Banking Process || Gurgaon,0-2 Yrs,Genpact,09/09/2022,Not disclosed,Gurgaon/Gurugram,Banking,2 Days Ago
39,Fresher| Process Analyst| Investment Banking Ops| Broadridge|Hyderabad,0-1 Yrs,Broadridge,09/09/2022,Not disclosed,Bangalore/Bengaluru,BBA,4 Days Ago
40,Banking & Financial | Immediate Hiring - Freshers,0-1 Yrs,CALIBRE INFOTECH,09/09/2022,"2,50,000 - 4,00,000 PA.","Madurai, Coimbatore, Erode",banking,7 Days Ago
41,Mega Recruitment drive!! Branch Banking|| BDE || West Bengal Zone,0-1 Yrs,Jana Small Finance Bank,09/09/2022,"1,50,000 - 2,50,000 PA.","Kalyani, Kolkata(Kalyani +12), Burdwan/Barddhaman, Asansol, Durgapur, Howrah, Hugli",sales,14 Days Ago
42,Walk-in Interviews | Business Development Executive ( Branch Banking),0-5 Yrs,Jana Small Finance Bank,09/09/2022,Not disclosed,"Indore, Pithampur, Rau",Bde,6 Days Ago
43,Content Writer - Work from office,0-5 Yrs,TTA Training,09/09/2022,"1,00,000 - 3,75,000 PA.",Kolkata(Kasba),Content Writing,1 Day Ago
44,Academic Content Writer,0-1 Yrs,ZUCOL GROUP OF COMPANIES ,09/09/2022,"2,00,000 - 3,50,000 PA.","Kolkata, Gurgaon/Gurugram, Jaipur",content writing,Just Now
45,Technical Content Writer,0-5 Yrs,CubicDesignz,09/09/2022,"1,75,000 - 2,50,000 PA.",Chennai,Creative Writing,2 Days Ago
46,Content Writer- Freshers / freelancer / Intern,0-1 Yrs,Delhi Public School Ghaziabad Society (DPSG Ghaziabad),09/09/2022,"50,000 - 1,75,000 PA.",New Delhi,content writing,2 Days Ago
47,Technical Content Writer,0-5 Yrs,IDCUBE,09/09/2022,"2,00,000 - 6,00,000 PA.",Noida(Sector-2 Noida),Technical Content Writing,1 Day Ago
48,Content Writer,0-1 Yrs,WEBENETIC PRIVATE LIMITED ,09/09/2022,"2,50,000 - 3,00,000 PA.",Mumbai (All Areas),content writing,1 Day Ago
49,Hiring For Content Writer ( Mumbai ),0-2 Yrs,Buzz Creatix,09/09/2022,"2,00,000 - 3,00,000 PA.",Mumbai (All Areas)(Orlem),Content Writing,2 Days Ago
50,Blog Writer / Content Writer- Freelancers/Freshers/Full- Time,0-5 Yrs,LiveSalesman India,09/09/2022,"2,00,000 - 4,00,000 PA.","Noida, New Delhi, Delhi / NCR",Google Analytics,7 Days Ago
51,Fashion Content Writer - Interns,0-1 Yrs,Snapdeal,09/09/2022,"50,000 - 1,25,000 PA.",Gurgaon/Gurugram,Blog Writing,1 Day Ago
52,Technical Content Writer & SEO  - Work From Home / Internship,0-1 Yrs,Keyideas Infotech,09/09/2022,Not disclosed,"Noida, Gurgaon/Gurugram, Delhi / NCR",Technical Writing,1 Day Ago
53,Junior Content Writer,0-1 Yrs,HIC IT SOLUTION AND SERVICES PRIVATE LIMITED,09/09/2022,"1,50,000 - 1,75,000 PA.",Noida,content writing,1 Day Ago
54,Content Writer Intern,0-5 Yrs,DataTrained,09/09/2022,Not disclosed,Noida,SEO Writing,4 Days Ago
55,Content Writer - Advertising Business,0-5 Yrs,Primo Hiring,09/09/2022,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru",Blogging,2 Days Ago
56,EY GDS - Consultant - Contractual role :: Noida/Ggn /Pune/ BLR/HYD/KOL,0-0 Yrs,EY,09/09/2022,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR",Statutory Audit,4 Days Ago
57,Consultant,0-2 Yrs,Genpact,09/09/2022,"2,00,000 - 3,00,000 PA.",Hyderabad/Secunderabad,Recruitment,1 Day Ago
58,Assoc. Consultant / Sr.Registrar - Pediatrics,0-5 Yrs,Ruby Hall Clinic (RHC),09/09/2022,Not disclosed,Pune,Pediatrics,1 Day Ago
59,Workforce Management Consultant - Assurance - 0 To 1 year Bangalore,0-1 Yrs,EY,09/09/2022,"2,50,000 - 2,75,000 PA.",Bangalore/Bengaluru,Workforce Management,2 Days Ago
60,Consultant Gynecologist in Ujjain,0-5 Yrs,Indira IVF Hospital,09/09/2022,Not disclosed,Ujjain,counselling,1 Day Ago
61,Consultant Gynaecologist_ Ahmedabad,0-5 Yrs,Indira IVF Hospital,09/09/2022,Not disclosed,Ahmedabad(Navrangpura),embryo transfer,Few Hours Ago
62,Consultant Gynaecologist_ Orissa,0-5 Yrs,Indira IVF Hospital,09/09/2022,Not disclosed,"Rourkela, Brahmapur",counselling,Few Hours Ago
63,Consultant Gynecologist in Andheri,0-5 Yrs,Indira IVF Hospital,09/09/2022,Not disclosed,Mumbai (All Areas),counselling,Few Hours Ago
64,Neurology - Associate Consultant,0-4 Yrs,Nomi Health,09/09/2022,"20,00,000 - 27,50,000 PA.",Gurgaon/Gurugram,neurologist,Just Now
65,Associate Consultant - Neurosurgery,0-3 Yrs,Nomi Health,09/09/2022,"22,50,000 - 27,50,000 PA.",Gurgaon/Gurugram,neurosurgeon,Just Now
66,Consultant - Cardiology,0-3 Yrs,Paras Healthcare,09/09/2022,Not disclosed,Panchkula,DM Cardiology,1 Day Ago
67,Sales Consultant,0-5 Yrs,2coms,09/09/2022,"50,000 - 2,00,000 PA.","Mumbai, Jamshedpur",Spare Part,Few Hours Ago
68,SAP Consultant,0-4 Yrs,ARVI IT SOLUTIONS ,09/09/2022,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",sap consulting,4 Days Ago
69,Senior Resident / Attending Consultant - CTVS,0-3 Yrs,Paras Healthcare,09/09/2022,Not disclosed,Panchkula,Cardiac Anaesthesia,6 Days Ago
70,Opening For Fashion Consultant in a fashion retail company @Hyderabad,0-3 Yrs,ABFRL,09/09/2022,"50,000 - 2,50,000 PA.",Hyderabad/Secunderabad,Fashion Merchandising,3 Days Ago
71,Opening For Fashion Consultant in a fashion retail company  @ Chennai,0-3 Yrs,ABFRL,09/09/2022,"50,000 - 2,50,000 PA.",Chennai,Fashion Merchandising,4 Days Ago
72,Attending Consultant - Emergency,0-3 Yrs,Max Healthcare Institute Ltd  Saket,09/09/2022,"15,00,000 - 16,00,000 PA.",New Delhi(Saket),emergency medicine,7 Days Ago
73,Consultant/ Sr. Consultant/ Manager- Business Consulting- C&O,5-10 Yrs,KPMG ASSURANCE AND CONSULTING SERVICES LLP,09/09/2022,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Retail,1 Day Ago
74,Travel Sales Consultant | US Travel Sales | Gurgaon | US Shift,0-5 Yrs,RRai Flight Reservation Pvt Ltd,09/09/2022,"2,50,000 - 5,00,000 PA.","Gurgaon/Gurugram(Sohna Road), Sohna",Travel Sales Consultant,Few Hours Ago
75,Fixed Term Engagement,1-2 Yrs,Saint Gobain,09/09/2022,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Delhi / NCR",Quality Assurance,10 Days Ago
76,Service Engineer,0-5 Yrs,HBL Power Systems,09/09/2022,"1,75,000 - 4,00,000 PA.","Kolkata, Hyderabad/Secunderabad, Delhi / NCR",Inverter,2 Days Ago
77,Civil Engineering Trainer (Civil Trainer),3-8 Yrs,LabourNet,09/09/2022,"1,25,000 - 3,00,000 PA.","Bhubaneswar, Kolkata, New Delhi, Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",english,Few Hours Ago
78,Manager / Deputy Manager - NDT (Civil),8-13 Yrs,Bureau Veritas ,09/09/2022,Not disclosed,Kolkata,NDT,7 Days Ago
79,Production Executive at Ethiopia,5-9 Yrs,Kilitch Drugs India Ltd,09/09/2022,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Injectables,6 Days Ago
80,Transmission Design Engineer,7-12 Yrs,Tata Consulting Engineers,09/09/2022,Not disclosed,"Kolkata, Bangalore/Bengaluru, Delhi / NCR",tower design,4 Days Ago
81,Requirement For Project Executive,1-4 Yrs,Royaloak Incorporation,09/09/2022,Not disclosed,"Kolkata, andra pradesh",Interior Designing,2 Days Ago
82,Shift Manager,10-20 Yrs,Titagarh ,09/09/2022,Not disclosed,Kolkata,Safety Compliance,7 Days Ago
83,Lead associate Product Engineering,0-1 Yrs,Kennametal,09/09/2022,Not disclosed,Bangalore/Bengaluru,Fresher,Just Now
84,Assistant Manager / Executive - Branch Technical Support ( D&A ),2-7 Yrs,SEW Eurodrive india,09/09/2022,"5,00,000 - 7,00,000 PA.","Kolkata, Navi Mumbai, Ahmedabad, Chennai, Bangalore/Bengaluru",Installation,10 Days Ago
85,Mechanical Engineer II,8-15 Yrs,WorleyParsons Sdn Bhd,09/09/2022,Not disclosed,Kolkata,Fabrication,8 Days Ago
86,Hiring For System Architect-Security,10-13 Yrs,Peepal Technology  Management Consulting (p) Ltd. ,09/09/2022,"45,00,000 - 55,00,000 PA.","Kolkata, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Java,2 Days Ago
87,Ams Verification Engineer,3-7 Yrs,Cyient,09/09/2022,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",AMS Verificarion,2 Days Ago
88,India Market Unit - IXO/Manufacturing - Upstream - Energy,3-7 Yrs,Accenture,09/09/2022,Not disclosed,"Mumbai, New Delhi, Bangalore/Bengaluru",Business administration,9 Days Ago
89,Production Planner,2-7 Yrs,Schneider Electric,09/09/2022,Not disclosed,Bangalore/Bengaluru,SAP,Few Hours Ago
90,Electrical Engineer - P & S(Only Female Candidate Can Apply),4-6 Yrs,Sandvik,09/09/2022,Not disclosed,Bangalore/Bengaluru,electronic components,Few Hours Ago
91,Electrical Engineer - (Female Candidates Only),3-5 Yrs,Sandvik,09/09/2022,Not disclosed,Bangalore/Bengaluru,Elcad / Autocad Electric / E3 / Develop Electrical Schematics,Just Now
92,Associate Director,14-20 Yrs,Cipla,09/09/2022,Not disclosed,Bangalore/Bengaluru,API Manufacturing,Just Now
93,Senior Executive Export & Import,4-9 Yrs,Alps Chemicals,09/09/2022,"2,50,000 - 5,00,000 PA.",Ahmedabad,Leading Export import work initiatives & activity,Few Hours Ago
94,International Trade / Import- Export Executive,0-2 Yrs,P&G,09/09/2022,Not disclosed,Mumbai,Import,14 Days Ago
95,Export - Import Documentation Executive,3-6 Yrs,Pujan Enterprise,09/09/2022,"2,25,000 - 4,25,000 PA.",Navi Mumbai,freight forwarding,7 Days Ago
96,Export & Import Documentation Executive,5-7 Yrs,Pacco Industrial Corporation,09/09/2022,"2,00,000 - 2,50,000 PA.",Delhi / NCR(Okhla),good computer skills with good command in written English.,7 Days Ago
97,Export & Import Manager,6-10 Yrs,Sukhesh Marketing,09/09/2022,"3,00,000 - 7,50,000 PA.",Mumbai Suburban,Export,1 Day Ago
98,Export-Import Marketing Executive (Female Only),2-5 Yrs,ATC GROUP INDIA,09/09/2022,"2,50,000 - 4,00,000 PA.","Thane, Panvel, Navi Mumbai",Export Marketing,4 Days Ago
99,Import / Export Executive,0-5 Yrs,SVS CHEMICAL CORPORATION LLP ,09/09/2022,Not disclosed,Pune,Shipping Bills etc,15 Days Ago
100,Import and Export Executive,0-2 Yrs,Samson Freight Pvt Ltd,09/09/2022,Not disclosed,Pune,English communication,10 Days Ago
101,Export & Import Executive,2-3 Yrs,DENTAL AVENUE INDIA PVT LTD,09/09/2022,"2,00,000 - 3,00,000 PA.",Gurgaon/Gurugram,export documentation,8 Days Ago
102,Custom Executive (Export-Import),2-4 Yrs,KUNSHAN Q TECH MICROELECTRONICS (INDIA) PRIVATE LI MITED,09/09/2022,"1,50,000 - 3,00,000 PA.",Greater Noida,electronics manufacturing,14 Days Ago
103,Export / Import Executive,2-7 Yrs,Black Rose Industries,09/09/2022,Not disclosed,"Mumbai, Navi Mumbai, Mumbai (All Areas)",Export Documentation,1 Day Ago
104,International Trade/ Import- Export Executive,2-7 Yrs,P&G,09/09/2022,Not disclosed,Mumbai,Custom clearance,10 Days Ago
105,Assistant Manager For Transactional Banking - Imports & Exports,5-10 Yrs,Shahi,09/09/2022,Not disclosed,Faridabad,trade finance,3 Days Ago
106,Export-Import Documentation Executive,1-4 Yrs,Om Trans Logistics,09/09/2022,"1,75,000 - 3,00,000 PA.",Kolkata,Freight Forwarding,11 Days Ago
107,Executive /Senior Executive - Zonal Customer Service - Export/Import,3-8 Yrs,CMA CGM,09/09/2022,Not disclosed,Mumbai (All Areas)(Prabhadevi),Customer Service,14 Days Ago
108,Executive - Import/ Export (Contractual Job),1-6 Yrs,Louis Dreyfus Commodities,09/09/2022,Not disclosed,Gurgaon/Gurugram,Export Documentation,Today
109,Executive / Trainee  - Export & Import (Female Only),0-2 Yrs,PELLUCID LIFESCIENCES PRIVATE LIMITED ,09/09/2022,Not disclosed,Ahmedabad,export import,29 Days Ago
110,Export / Import Manager,7-10 Yrs,Black Rose Industries,09/09/2022,Not disclosed,"Mumbai, Navi Mumbai, Mumbai (All Areas)",Export Documentation,1 Day Ago
111,Material Planning (Export/Import) and Inventoy Control,3-7 Yrs,Maruti Suzuki,09/09/2022,Not disclosed,"Gurgaon/Gurugram, Manesar",Supply chain,10 Days Ago
112,"M&S - Visual Merchandiser - Mumbai, Surat, & Ahmedabad",1-6 Yrs,MARKS & SPENCER (M&S),09/09/2022,Not disclosed,"Ahmedabad, Surat, Mumbai (All Areas)",visual merchandising,Few Hours Ago
113,Graduate Engineer Trainee/Junior Merchandiser,0-2 Yrs,Shahi,09/09/2022,Not disclosed,Bangalore/Bengaluru,knits,2 Days Ago
114,Cluster - Visual Merchandiser (Andhra Pradesh),3-8 Yrs,Reliance Retail,09/09/2022,Not disclosed,Andhra Pradesh,Visual Merchandising,1 Day Ago
115,Visual Merchandiser,2-5 Yrs,Sobha,09/09/2022,"2,00,000 - 5,00,000 PA.",Bangalore/Bengaluru,Visual Merchandising,Few Hours Ago
116,Retail Merchandiser - Fashion,3-6 Yrs,BINDANI - By JIGAR  NIKITA,09/09/2022,Not disclosed,Mumbai (All Areas),retail merchandising,1 Day Ago
117,Hiring For Retail Store Merchandiser / Manager,0-5 Yrs,McKenzies - The House of Fashion. Readymades for Women,09/09/2022,Not disclosed,Chennai,Customer Relationship,1 Day Ago
118,SR. Merchandiser / Merchandiser,5-10 Yrs,JM JAIN LLP ,09/09/2022,"4,00,000 - 9,00,000 PA.","Kolkata, Tirupur/Tiruppur, Ahmedabad",merchandising strategies,11 Days Ago
119,CVM - Cluster Visual Merchandiser Reliance Trends - Chennai & ROTN,4-8 Yrs,Reliance Industries Ltd,09/09/2022,Not disclosed,"Salem, Chennai, Tiruchirapalli/Trichy, Coimbatore",Planogram,Today
120,Merchandiser ( Apparel ),2-5 Yrs,Fashion Accessories,09/09/2022,"3,50,000 - 6,00,000 PA.",Gurgaon/Gurugram,merchandising,1 Day Ago
121,Product Merchandiser,4-7 Yrs,Tata International,09/09/2022,"6,00,000 - 8,00,000 PA.",Ranipet,footwear,6 Days Ago
122,Senior Merchandiser / Merchandiser,5-10 Yrs,JM JAIN LLP ,09/09/2022,"4,00,000 - 9,00,000 PA.","Ludhiana, Mumbai, Surat",merchandising strategies,11 Days Ago
123,merchandiser cum designer,1-3 Yrs,Tex Corp Private Limited,09/09/2022,Not disclosed,Gurgaon/Gurugram,merchandising,2 Days Ago
124,Buyer/Merchandiser - Food,4-9 Yrs,Reliance Retail,09/09/2022,Not disclosed,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)",negotiation skills,11 Days Ago
